0	327
0	2092
1	4422
14	4422
23	2092
23	2920
23	4422
23	4744
25	2251
25	3615
37	833
37	2164
47	78
47	378
47	1054
47	3498
49	378
58	4233
60	2092
62	24
62	3489
64	3914
73	611
75	1825
78	3196
80	18
80	378
80	1041
80	1692
80	1703
80	1763
80	2981
80	4720
86	3770
88	1825
102	765
102	2920
102	3401
102	3713
102	4401
109	183
109	1166
109	1953
109	2092
109	2920
109	3044
109	3274
109	3401
109	3489
109	3536
109	3788
109	4720
110	2092
111	378
112	2996
112	4383
112	4744
116	505
116	765
116	1139
116	2148
116	2251
116	2577
116	2748
116	4465
120	3544
120	4744
127	1179
127	2092
127	2686
129	378
129	493
132	2092
132	2616
132	2805
135	989
135	997
135	1668
135	2031
135	2268
135	3197
144	24
144	4744
145	2402
145	3401
145	3714
145	4009
148	765
152	2092
152	2521
152	3536
152	4444
159	947
163	201
164	4744
167	3401
169	2920
173	861
173	4467
173	4584
174	1340
174	2996
178	1507
187	378
187	2164
187	2784
188	2304
192	208
192	378
192	4720
200	2740
201	375
205	1507
205	2092
208	4744
212	3534
212	4122
218	4165
219	378
219	3999
219	4122
219	4744
220	2943
221	2092
221	3114
230	378
236	74
236	187
236	427
236	698
236	765
236	1067
236	2952
236	4068
236	4081
236	4460
236	4506
237	2092
237	2547
237	4216
237	4744
238	378
238	1825
238	2044
238	3023
238	3714
239	378
239	765
239	1682
239	2069
239	2834
239	2938
239	2996
239	3353
240	2092
247	359
247	493
247	618
247	1218
247	1671
247	1835
247	3450
247	4329
247	4504
247	4744
248	3410
253	247
261	246
261	745
261	1682
267	4308
268	3241
270	2092
273	989
273	4422
273	4678
276	2092
276	4744
301	2092
301	3804
306	1825
306	3077
306	3615
306	4105
306	4433
310	2
310	157
310	1507
310	2092
310	2212
310	3145
310	3521
310	3614
310	4028
310	4491
310	4723
312	4086
314	1324
321	378
321	840
321	1108
321	1855
321	3197
321	4235
322	3024
322	3293
322	3489
322	3615
322	3713
322	4308
326	3154
328	2142
329	201
329	378
331	4751
335	755
344	1564
355	3023
357	505
359	378
359	1110
359	2118
359	3743
359	4744
361	571
367	442
367	765
367	2321
367	2996
367	3401
367	4217
367	4434
367	4491
367	4548
367	4744
370	1945
370	4401
372	311
372	378
372	493
372	774
372	931
372	989
372	1041
372	1355
372	1881
372	1916
372	2735
372	3521
372	4213
372	4744
376	1252
376	4744
382	812
392	4744
394	378
394	2148
395	3507
398	1686
398	4744
402	3135
402	3967
403	457
403	968
403	2657
405	765
405	3489
405	3615
407	1769
409	1643
409	2092
409	2911
409	4744
420	2092
420	2402
420	3378
420	3401
420	3489
420	3714
420	4068
420	4380
423	1122
423	4690
424	522
424	3197
431	2294
434	493
434	3175
434	3713
434	3795
437	2092
437	3075
442	2393
442	2911
454	2092
454	2142
454	2577
454	4605
455	169
455	790
455	2920
478	2996
478	3714
484	2092
486	2577
488	1196
490	708
490	1457
490	2069
496	2920
496	3135
496	3401
496	3489
496	3615
496	3714
496	4542
498	3401
499	2402
499	3401
499	3615
499	3714
499	4068
499	4401
501	251
501	2173
502	1835
502	4744
505	989
505	1610
505	3739
505	3914
505	4744
507	2032
507	3232
511	2044
511	3787
512	3197
512	3571
522	378
522	2658
522	2793
525	3714
528	378
528	493
528	1999
528	3196
528	3241
553	3489
554	734
554	1170
554	2059
554	2953
554	3208
562	2092
562	2697
562	2920
562	3401
565	2920
566	378
568	1902
568	2092
571	997
571	1952
571	2292
571	3049
571	3165
573	4744
578	3233
582	378
582	908
582	1072
582	1682
582	2658
582	4702
583	160
583	765
583	3489
583	3615
583	3714
583	4383
583	4467
587	3378
587	3489
594	765
602	1857
603	765
603	3714
610	765
610	2039
610	2294
610	3615
610	4022
610	4423
610	4434
610	4744
622	986
622	2362
629	1179
629	2092
641	1763
641	2612
642	378
642	4498
647	2920
647	3464
649	1193
649	1999
649	2092
649	3654
649	4744
650	920
650	2268
650	3489
651	456
651	2855
656	957
656	4383
658	201
658	312
672	3401
681	927
681	1041
681	1518
681	1783
681	2251
681	3982
684	81
686	4465
692	1610
692	3109
699	2920
699	3498
702	63
702	861
702	1135
702	1769
702	2039
702	2521
702	2784
702	2920
702	3014
702	3197
702	3526
702	4553
702	4744
713	4548
715	2092
715	4744
725	1476
725	1733
725	3246
725	3541
725	4422
725	4744
729	2305
729	3211
735	1682
737	1252
738	3197
743	169
743	1162
743	2092
743	2780
743	3401
743	3914
744	493
744	2092
744	2911
744	2920
744	3837
744	3999
744	4744
749	2920
749	2996
752	24
752	1857
752	2092
752	2920
752	3246
752	3401
752	3714
752	3843
752	3963
752	4306
752	4434
754	3441
754	3615
756	688
756	861
756	1596
756	2092
756	2321
756	2920
756	3401
756	3544
756	3740
757	636
757	720
757	765
757	1671
757	1825
757	2219
757	2402
757	3044
757	3489
757	3615
757	3714
757	4308
757	4368
758	2092
758	2321
758	3714
758	4720
761	4356
761	4744
765	378
765	399
765	842
765	976
765	1193
765	1507
765	2991
765	3694
767	1671
767	2092
775	24
775	358
775	493
775	1118
775	1584
775	1619
775	1671
775	2092
775	3023
775	4246
775	4744
776	3866
776	4627
783	4465
790	708
790	2092
790	2275
790	2948
790	2967
790	3091
790	3401
790	3714
790	3798
790	4603
795	2142
795	2568
795	3866
795	4250
795	4663
796	1072
808	1742
809	1686
809	1763
812	2092
817	77
817	417
817	765
817	989
817	1566
817	2342
817	2881
817	3489
817	4068
817	4744
820	989
820	3520
821	2697
821	3498
821	3615
821	4001
824	1238
824	4383
833	3489
837	2092
837	4710
841	765
841	3615
844	1601
844	3023
844	3145
852	1953
852	3489
852	3615
852	3714
860	3077
860	3507
861	701
861	2117
861	4021
865	765
865	840
865	1567
865	1825
865	2067
865	2252
865	2393
865	2996
865	3106
865	3478
865	3489
865	3641
865	4351
865	4744
866	3196
867	2092
868	493
875	1917
879	968
879	1300
882	1737
882	3839
883	989
883	1825
883	2092
883	2577
883	2920
883	3077
883	3401
883	4744
889	2467
894	4744
895	3654
897	2092
899	3731
899	3914
903	613
903	2151
909	24
913	2092
916	1835
916	2092
924	116
924	378
924	421
924	599
924	1165
924	1835
924	2044
924	2069
924	3399
924	3955
924	4744
927	765
927	2219
927	3714
927	4744
928	765
933	765
933	1166
933	1348
933	1610
933	2474
933	2920
933	2996
933	3241
933	3513
933	3534
933	3944
933	4744
940	2658
947	931
947	1546
947	2060
947	2658
954	1095
955	930
955	2092
955	4422
958	2092
958	2219
